ar,ace,0.07860262008733625,0.752453653217012
ar,af,0.09617569102612647,0.7159511472982976
ar,am,0.009900990099009901,0.5712121212121212
ar,ar,0.8299982446901878,0.9306882993768163
ar,as,0.008403361344537816,0.1827956989247312
ar,ast,0.08109261630388392,0.581456769530164
ar,ay,0.009900990099009901,0.45093457943925236
ar,az,0.05679129200189305,0.6350656767561393
ar,ba,0.08835341365461846,0.6509988249118684
ar,bar,0.11711711711711711,0.5876288659793815
ar,be,0.14652631578947367,0.6383733624454149
ar,bg,0.25431662957562734,0.6878709043171763
ar,bn,0.033978291647003306,0.21795750514050719
ar,bo,0.0,0.5
ar,br,0.09845890410958905,0.6062055591467356
ar,ca,0.10835538413239448,0.5185599027227763
ar,ce,0.04285714285714286,0.6466848319709355
ar,ceb,0.037914691943127965,0.44716494845360827
ar,crh,0.08695652173913043,0.73125
ar,cs,0.13187085068656965,0.6801962171376883
ar,csb,0.03864734299516908,0.7303252885624344
ar,cv,0.10833333333333334,0.5326409495548962
ar,cy,0.06111111111111111,0.5618032586059047
ar,da,0.11634013330640275,0.7014992973858106
ar,de,0.10383032605254827,0.7116727771746922
ar,dv,0.058252427184466014,0.6784702549575071
ar,el,0.16776822091444094,0.7221327390671197
ar,en,0.12378964655968797,0.5717257011906541
ar,es,0.10834761526564393,0.4527013456517373
ar,et,0.080523951467316,0.6584580977821954
ar,eu,0.053353590419589786,0.693274947331267
ar,fa,0.13708052525533246,0.41397858499604984
ar,fi,0.11701705672352242,0.7012192206550323
ar,fo,0.17142857142857143,0.7386091127098321
ar,fr,0.1129825607393054,0.5293801087936701
ar,frr,0.11398963730569948,0.5850622406639004
ar,fy,0.09329940627650551,0.6449329359165424
ar,ga,0.12048192771084337,0.5450896776621096
ar,gd,0.03773584905660377,0.5627705627705628
ar,gl,0.11316574350234343,0.6118968860499601
ar,gn,0.0849056603773585,0.704225352112676
ar,gu,0.041666666666666664,0.7444535743631882
ar,he,0.12226066897347175,0.6585145987965066
ar,hi,0.08622854750941816,0.46194837635303915
ar,hsb,0.028846153846153844,0.6561314791403287
ar,hu,0.1326850173067414,0.7177927703368895
ar,hy,0.03268551236749117,0.37186495176848877
ar,ig,0.12807881773399013,0.6825885978428351
ar,ilo,0.04624277456647398,0.33459357277882795
ar,is,0.1093044263775971,0.6953453825204259
ar,it,0.15563225604016317,0.6543507561424986
ar,ja,0.00042482011523245624,0.7000726775828173
ar,jv,0.09389671361502348,0.5943952802359882
ar,ka,0.057649667405764965,0.6342329805544366
ar,kk,0.07004830917874395,0.6454133064516129
ar,km,0.2318840579710145,0.75
ar,kn,0.008438818565400843,0.6351351351351351
ar,ko,0.07773279352226721,0.6417526410846384
ar,ksh,0.08737864077669903,0.7385984427141268
ar,ku,0.030769230769230767,0.607898448519041
ar,ky,0.10924369747899158,0.7259825327510917
ar,lb,0.08129330254041571,0.7219468228931951
ar,lij,0.06451612903225805,0.692458374142997
ar,ln,0.048309178743961345,0.704040404040404
ar,lt,0.09413821661912211,0.6385395259624607
ar,lv,0.1107665805340224,0.6160089637079142
ar,mg,0.0462962962962963,0.5357142857142857
ar,mi,0.03663003663003663,0.8014842300556586
ar,mk,0.14788453934361406,0.7377114034220156
ar,ml,0.013291980505095261,0.5534413557306377
ar,mn,0.23931623931623933,0.6210045662100456
ar,mr,0.09443665264142122,0.5914899401848831
ar,ms,0.11468116658428076,0.45267279536942456
ar,mt,0.1181818181818182,0.6682297772567409
ar,my,0.056338028169014086,0.6706349206349206
ar,mzn,0.17419354838709677,0.6085319949811794
ar,nap,0.09478672985781991,0.6784037558685446
ar,nds,0.09401709401709402,0.7254273504273504
ar,ne,0.04329004329004329,0.5860759493670886
ar,nl,0.11401518115658502,0.6773102135758088
ar,no,0.11488853503184714,0.7019169399388164
ar,oc,0.09865470852017938,0.5780254777070064
ar,or,0.0,0.26677577741407527
ar,os,0.12244897959183673,0.5733882030178327
ar,pa,0.017316017316017316,0.31688804554079697
ar,pl,0.13894434240996567,0.6691246206373292
ar,pms,0.07258064516129033,0.5456885456885456
ar,ps,0.14634146341463417,0.765625
ar,pt,0.13129579233828761,0.4851289141672035
ar,qu,0.08583690987124463,0.4578096947935368
ar,rm,0.049180327868852465,0.8002894356005789
ar,ro,0.07046759279547744,0.4542305269787949
ar,ru,0.11211340206185567,0.5874082700753483
ar,rw,0.06091370558375635,0.4694835680751174
ar,sah,0.0297029702970297,0.5544117647058824
ar,sd,0.10289389067524117,0.6836501901140685
ar,sh,0.028066669694354875,0.4564581515882383
ar,si,0.037914691943127965,0.4091680814940577
ar,sk,0.11252996295489213,0.654095228643029
ar,sl,0.1991396307582004,0.6891621581710051
ar,so,0.10784313725490197,0.6318493150684932
ar,sq,0.1629268292682927,0.711190855927698
ar,su,0.028436018957345974,0.6300268096514745
ar,sv,0.0829093799682035,0.7178095354923127
ar,sw,0.0695134061569017,0.48306256481161425
ar,ta,0.04103405826836275,0.5393972905722975
ar,te,0.024833702882483374,0.6502759043531575
ar,tg,0.06986899563318777,0.6200241254523522
ar,th,0.000562300319488818,0.6721866636483462
ar,tk,0.12307692307692307,0.7027027027027027
ar,tl,0.06408094435075885,0.2809595850443052
ar,tr,0.10473836713823079,0.6243150097054047
ar,tt,0.06335204490777868,0.5755296477372446
ar,ug,0.17241379310344826,0.7064676616915423
ar,uk,0.11542927924440659,0.6210068255055695
ar,ur,0.14071510957324107,0.4348518002784961
ar,uz,0.014636696288552013,0.39577196326459885
ar,vep,0.21929824561403508,0.6797202797202797
ar,vi,0.072802661395304,0.39370757461480443
ar,war,0.056179775280898875,0.44657097288676234
ar,xmf,0.032520325203252036,0.6044098573281452
ar,yi,0.05741626794258374,0.597457627118644
ar,yo,0.13761467889908258,0.3996023856858847
ar,zea,0.10328638497652583,0.7193426042983565
ar,zh,0.0011160714285714287,0.7057059843250238
